SPECIFIC_MATERIAL_TYPE,SOURCE_DESCRIPTION,STANDARD_REFERENCE,CREATOR,ITEM_PAGE_PLATE,IMAGE_Permalink,DIGITAL_ID,SOURCE,LOCATION,ALTERNATE_TITLE,PUBLISHED_DATE,RECORD_ID,Borough,Address,Full Address,IMAGE_TITLE,IMG_URL,CREATED_DATE,DEPICTED_DATE,MEDIUM,ITEM_PHYSICAL_DESCRIPTION,CREATED_DATES,ALTERNATE_SOURCE_TITLE
,,1401-D1; 1401-D2; 1401-D3; 1401-D8; 1401-D5; 1401-D6; 1401-D7; 1401-D4,Charity Organization Society of the City of New York--Photographer,,http://digitalgallery.nypl.org/nypldigital/id?732955f,732955f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 10th Street (East) - Avenue B ; 375 East 10th Street.],,422775,Manhattan,," 375 East 10th Street, Manhattan, N.Y.",Social conditions in Manhattan.,http://images.nypl.org/index.php?id=732955f&t=w,1938,,,,,
,,1278-C2; 1278-C4; 1278-C3,,,http://digitalgallery.nypl.org/nypldigital/id?730206f,730206f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 7th Avenue ; 383 7th Avenue - Equitable Life Assurance Company Building ; Hotel New Yorker ; J. C. Penney Corporation ; Pennsylvania Railroad Building ; Printing Crafts Building.],,420026,,," 383 7th Avenue, Manhattan, N.Y.",General view - 7th Avenue - Northwest.,http://images.nypl.org/index.php?id=730206f&t=w,1928,,,,,
,,1278-C5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?730207f,730207f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 7th Avenue ; 383 7th Avenue - Equitable Life Assurance Company Building ; New York Times ; Macy's ; Gimbels.],,420027,,," 383 7th Avenue, Manhattan, N.Y.",General view - 7th Avenue - Northeast.,http://images.nypl.org/index.php?id=730207f&t=w,1928,,,,,
,,1419-B10; 1419-B12; 1419-B11,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733357f,733357f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Bleecker Street ; 383 Bleecker Street.],,423177,,," 383 Bleecker Street, Manhattan, N.Y.","Thanksgiving ragamuffins, No.22-24.",http://images.nypl.org/index.php?id=733357f&t=w,1933,,,,,
,,1346-D1; 1346-D3; 1346-D2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?731682f,731682f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 106th Street - 1st Avenue ; 401 East 106th Street.],,421502,,," 401 East 106th Street, Manhattan, N.Y.",Feast of Saint Anthony of Padua.,http://images.nypl.org/index.php?id=731682f&t=w,1928,,,,,
,,1349-B4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?731743f,731743f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 13th Street - 1st Avenue ; 440 East 13th Street.],,421563,,," 440 East 13th Street, Manhattan, N.Y.",Feast of Santa Rosalia.,http://images.nypl.org/index.php?id=731743f&t=w,1927,,,,,
,,1355-B2,,,http://digitalgallery.nypl.org/nypldigital/id?731853f,731853f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 1st Avenue - 28th Street (East) ; 479 1st Avenue.],,421673,,," 479 1st Avenue, Manhattan, N.Y.",Hospitals - Bellevue Hospital - [The morgue (South).],http://images.nypl.org/index.php?id=731853f&t=w,1937,,,,,
,,1355-B1,,,http://digitalgallery.nypl.org/nypldigital/id?731852f,731852f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 1st Avenue - 28th Streets (East) ; 479 1st Avenue.],,421672,,," 479 1st Avenue, Manhattan, N.Y.",Hospitals - Bellevue Hospital - [The morgue.],http://images.nypl.org/index.php?id=731852f&t=w,1937,,,,,
,,1283-C6; 1283-C8; 1283-C7,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?730339f,730339f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Canal Street - Orchard Street ; 54-58 Canal Street ; American Sugar Refining Company ; Municipal Building ; Singer Manufacturing Company ; 60 Wall Street Tower.],,420159,,," 54-58 Canal Street, Manhattan, N.Y.",General view - Canal Street - Southwest.,http://images.nypl.org/index.php?id=730339f&t=w,1930,,,,,
,,1283-C5; 1283-C4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?730338f,730338f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Canal Street - Orchard Street ; 54-58 Canal Street ; Libby's Hotel.],,420158,,," 54-58 Canal Street, Manhattan, N.Y.",General view - Canal Street - Northwest.,http://images.nypl.org/index.php?id=730338f&t=w,1930,,,,,
,,1283-C1; 1283-C3; 1283-C2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?730337f,730337f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Canal Street - Orchard Street ; 54-58 Canal Street.],,420157,,," 54-58 Canal Street, Manhattan, N.Y.",General view - Canal Street - Northeast.,http://images.nypl.org/index.php?id=730337f&t=w,1930,,,,,
,,1419-D3; 1419-D5; 1419-D4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733363f,733363f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Hudson Street - Perry Street ; 541 Hudson Street.],,423183,,," 541 Hudson Street, Manhattan, N.Y.","Thanksgiving ragamuffins, No.40-42.",http://images.nypl.org/index.php?id=733363f&t=w,1933,,,,,
,,1405-D3,,,http://digitalgallery.nypl.org/nypldigital/id?733060f,733060f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Chrystie Street - Bowery ; 55 Chrystie Street.],,422880,,," 55 Chrystie Street, Manhattan, N.Y.",Social conditions - [Unemployed ; An old man eating five-cent-lunch.],http://images.nypl.org/index.php?id=733060f&t=w,n.d,,,,,
,,1403-F1,,,http://digitalgallery.nypl.org/nypldigital/id?733014f,733014f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 122nd Street (East) ; 55 East 122nd Street.],,422834,,," 55 East 122nd Street, Manhattan, N.Y.","Social Conditions - [Tenement conditions - NYC Housing Authority, Slum Clearance program.]",http://images.nypl.org/index.php?id=733014f&t=w,1935,,,,,
,,1282-D5,North American Photo Service--Photographer,,http://digitalgallery.nypl.org/nypldigital/id?730320f,730320f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 51st Street - Broadway ; 59th Street Hotel District ; Heckscher Foundation ; Hotel Delmonico ; Ritz Tower ; Savoy-Plaza Hotel ; Sherry Netherland Hotel.],,420140,,, 59th Street Hotel District ,General view - Midtown Manhattan.,http://images.nypl.org/index.php?id=730320f&t=w,1928?,,,,,
,81 p. illus.  [33 x 28 cm],,,13,http://digitalgallery.nypl.org/nypldigital/id?417682,417682,Supplement to Apartment houses of the metropolis.,"Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,243492,,," 622 West 113th Street, at Riverside Drive View of Riverside Drive looking South from 113th Street., Manhattan, NY","Victor Hall, 622 West 113th Street, at Riverside Drive; Plan of first floor; Plan of upper floors; View of Riverside Drive looking South from 113th Street.",http://images.nypl.org/index.php?id=417682&t=w,,,,,,
,,0378-D5,"Schwartz, Nathan--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?709447f,709447f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,399238,Manhattan, 6th Avenue & 37th and 38th Streets (West)," 6th Avenue & 37th and 38th Streets (West), Manhattan, NY",Manhattan:  6th Avenue - 37th and 38th Streets (West),http://images.nypl.org/index.php?id=709447f&t=w,1939,,,,,
,,1378-E5; 1378-E7; 1378-E6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?732407f,732407f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 9th Avenue - 40th Street (West) ; 71 Pitt Street.],,422227,,," 71 Pitt Street, Manhattan, N.Y.",Occupations - Peddlers - Food - Fish.,http://images.nypl.org/index.php?id=732407f&t=w,"1924; 

							

								1937; 

							

								1938",,,,,
,,1400-D3,New York World--Photographer,,http://digitalgallery.nypl.org/nypldigital/id?732933f,732933f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Greenwich Street ; 72 Greenwich Street.],,422753,,," 72 Greenwich Street, Manhattan, N.Y.",Social conditions in Manhattan.,http://images.nypl.org/index.php?id=732933f&t=w,1926,,,,,
,,1278-C6; 1278-C8; 1278-C7,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?730208f,730208f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 8th Avenue - 14th Street ; 80 8th Avenue - County Trust Company Building ; New York Life Insurance Company ; New York Telephone Company ; Metropolitan Life Insurance Company ; Chanin Building ; Chrysler Building ; Lincoln Building ; R.C.A. Building.],,420028,,," 80 8th Avenue, Manhattan, N.Y.",General view - 8th Avenue - Northeast.,http://images.nypl.org/index.php?id=730208f&t=w,1930,,,,,
,,1278-D7; 1278-D6,,,http://digitalgallery.nypl.org/nypldigital/id?730211f,730211f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 8th Avenue - 14th Street ; 80 8th Avenue - County Trust Company Building ; New York Port Authority.],,420031,,," 80 8th Avenue, Manhattan, N.Y.",General view - 8th Avenue - West.,http://images.nypl.org/index.php?id=730211f&t=w,1931,,,,,
,,1278-D5; 1278-D4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?730210f,730210f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 8th Avenue - 14th Street ; 80 8th Avenue - County Trust Company Building ; Riker-Hegeman Building.],,420030,,," 80 8th Avenue, Manhattan, N.Y.",General view - 8th Avenue - Southwest.,http://images.nypl.org/index.php?id=730210f&t=w,1930,,,,,
,,1278-D1; 1278-D3; 1278-D2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?730209f,730209f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 8th Avenue - 14th Street ; 80 8th Avenue - County Trust Company Building ; Washington Market ; West Market.],,420029,,," 80 8th Avenue, Manhattan, N.Y.",General view - 8th Avenue - West.,http://images.nypl.org/index.php?id=730209f&t=w,1930,,,,,
,,1278-B10,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?730204f,730204f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 6th Avenue ; 875 6th Avenue - Greeley Square Building ; Metropolitan Life Insurance Company ; New York Life Insurance Company .],,420024,,, 875 6th Avenue - Greeley Square Building ,General view - 6th Avenue - Southeast.,http://images.nypl.org/index.php?id=730204f&t=w,1929,,,,,
,,1278-C1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?730205f,730205f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 6th Avenue ; 875 6th Avenue - Greeley Square Building ; Metropolitan Life Insurance Company ; New York Life Insurance Company.],,420025,,, 875 6th Avenue - Greeley Square Building ,General view - 6th Avenue - Southeast.,http://images.nypl.org/index.php?id=730205f&t=w,1928,,,,,
,,1347-B6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?731697f,731697f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Elizabeth Street ; 89 Elizabeth Street.],,421517,,," 89 Elizabeth Street, Manhattan, N.Y.",Feast of Saint Augustine.,http://images.nypl.org/index.php?id=731697f&t=w,1929,,,,,
,,1375-A3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?732318f,732318f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Elizabeth Street ; 9 Elizabeth Street.],,422138,,," 9 Elizabeth Street, Manhattan, N.Y.",Occupations - Peddlers - Clothing.,http://images.nypl.org/index.php?id=732318f&t=w,1933,,,,,
,,1347-F7; 1347-F9; 1347-F8,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?731714f,731714f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Bayard Street - Baxter Street ; 98-100 Bayard Street.],,421534,,," 98-100 Bayard Street, Manhattan, N.Y.",Feast of San Rocco [Saint Roch].,http://images.nypl.org/index.php?id=731714f&t=w,1932,,,,,
,,1382-C7; 1382-C6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?732500f,732500f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Grand Street - Essex Street ; Battery Park.],,422320,,," Battery Park, Manhattan, N.Y.",Occupations - Peddlers - Food - Refreshments - Pretzels.,http://images.nypl.org/index.php?id=732500f&t=w,"1932; 

							

								1934",,,,,
,,1282-E5,"Fairchild Aerial Surveys, Inc.--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?730324f,730324f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Bleecker Street ; Bleecker Street between Thompson and Sullivan Streets.],,420144,,," Bleecker Street between Thompson and Sullivan Streets, Manhattan, N.Y.",General view - Bleecker Street - North.,http://images.nypl.org/index.php?id=730324f&t=w,1925,,,,,
printed_text,48 p. illus. 28x35 cm.,,,14,http://digitalgallery.nypl.org/nypldigital/id?416446,416446,1913 supplement to the World's loose leaf album of apartment houses...,"Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,242640,,," Fifty-fourth Street and Seventh Avenue., Manhattan, NY",The Adlon. Southwest Corner  Fifty-fourth Street and Seventh Avenue.,http://images.nypl.org/index.php?id=416446&t=w,,,,,,"World (New York, N.Y. : 1860-1931) / World's loose leaf album of apartment houses."
photomechanical_prints,1 v. (various pagings) illus. 29 x 34 cm.,,,9,http://digitalgallery.nypl.org/nypldigital/id?417148,417148,"The World's loose leaf album of apartment houses, containing views and ground plans of the principal high class apartment houses in New York City, together with a map showing the situation of these houses, transportation facilities, etc.","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,242901,,," fourth to eleventh floors, the Apthorp Apartments., Manhattan, NY","Plan of  fourth to eleventh floors, the Apthorp Apartments.",http://images.nypl.org/index.php?id=417148&t=w,,,,,,
Photographs,1696 photographs : b&w and col. ; various sizes,,,S1044,http://digitalgallery.nypl.org/nypldigital/id?1509417,1509417,"Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library. Supplement.  / Bronx","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",Governor Morris Mansion,,772571,Bronx, Hills," Hills, Bronx, NY",Bronx Hills,http://images.nypl.org/index.php?id=1509417&t=w,,,,,,
